0.000000	0.252189	sil
0.252189	0.359095	DH
0.359095	0.565000	IH
0.565000	0.759307	S
0.759307	0.937484	sp
0.937484	1.335000	OW
1.335000	1.390000	L
1.390000	1.461050	D
1.461050	1.507650	sp
1.507650	1.636485	M
1.636485	1.943498	AE
1.943498	2.104947	N
2.103623	2.103623	sp
2.104947	2.189674	K
2.189674	2.537851	EY
2.537851	2.745000	M
2.745000	2.745000	sp
2.745000	2.852931	R
2.852931	3.290000	OW
3.290000	3.397040	L
3.397040	3.595000	IH
3.595000	3.828621	NG
3.827297	3.962331	HH
3.828621	3.828621	sp
3.962331	4.345000	OW
4.345000	4.540000	M
4.540000	4.540000	sp
4.540000	4.790000	sil
