0.000000	0.089386	sil
0.089386	0.183880	DH
0.183880	0.370000	IH
0.370000	0.577178	S
0.577178	0.750842	sp
0.750842	1.125000	OW
1.125000	1.178618	L
1.178618	1.236080	D
1.236080	1.381652	M
1.236080	1.236080	sp
1.381652	1.693226	AE
1.693226	1.874552	N
1.874552	1.874552	sp
1.874552	1.972876	K
1.972876	2.398098	EY
2.398098	2.565000	M
2.565000	2.565000	sp
2.565000	2.672641	R
2.672641	3.078708	OW
3.078708	3.265142	L
3.265142	3.511592	IH
3.511592	3.720000	NG
3.720000	3.720000	sp
3.720000	3.845000	HH
3.845000	4.185000	OW
4.185000	4.345000	M
4.345000	4.345000	sp
4.345000	4.365000	sil
