0.000000	0.257458	sil
0.257458	0.395000	Y
0.395000	0.629916	EH
0.629916	0.795683	S
0.795683	0.882392	S
0.795683	0.795683	sp
0.882392	1.483405	ER
1.483405	1.562463	Y
1.484255	1.484255	sp
1.562463	1.698477	EH
1.698477	1.935652	S
1.935652	2.069116	S
1.935652	1.935652	sp
2.069116	2.417652	ER
2.417652	2.514563	sp
2.514563	2.655677	TH
2.655677	2.750000	R
2.750000	3.095000	IY
3.095000	3.220986	sp
3.220986	3.293244	B
3.293244	3.496415	AE
3.496415	3.588225	G
3.588225	3.695000	Z
3.695000	3.695000	sp
3.695000	3.875000	F
3.875000	4.231742	UH
4.231742	4.425000	L
4.425000	5.107333	sp
5.107333	5.304554	W
5.304554	5.453319	AH
5.453319	5.605000	N
5.605000	5.605000	sp
5.605000	5.720000	F
5.720000	5.847761	AO
5.847761	5.904717	R
5.903866	5.903866	sp
5.904717	5.987175	M
5.987175	6.186096	AY
6.186096	6.186096	sp
6.186096	6.319560	M
6.319560	6.594138	AE
6.594138	6.830000	S
6.830000	6.910000	T
6.910000	7.443377	ER
7.443377	7.510534	sp
7.510534	7.629547	W
7.629547	7.819966	AH
7.819966	7.964482	N
7.964482	8.100000	F
7.964482	7.964482	sp
8.100000	8.205000	AO
8.205000	8.256062	R
8.255212	8.255212	sp
8.256062	8.363173	M
8.363173	8.591847	AY
8.590997	8.657304	sp
8.657304	8.710000	D
8.710000	9.035000	EY
9.035000	9.165000	M
9.165000	9.180000	sp
9.180000	9.610000	sil
