0.000000	0.095010	sil
0.095010	0.192723	M
0.192723	0.536291	EH
0.536291	0.648863	R
0.648863	0.775394	IY
0.775394	0.821323	HH
0.775844	0.775844	sp
0.821323	1.075284	AE
1.075284	1.105003	D
1.105003	1.289171	AH
1.105454	1.105454	sp
1.289171	1.404894	L
1.289171	1.289171	sp
1.404894	1.494051	IH
1.494051	1.715592	T
1.715592	1.800696	AH
1.800696	1.984413	L
1.984413	2.032594	L
1.984413	1.984413	sp
2.032594	2.245000	AE
2.245000	2.317625	M
2.317625	2.398227	IH
2.317625	2.317625	sp
2.398227	2.514401	T
2.514401	2.555377	S
2.555377	2.580000	sp
2.580000	2.648136	F
2.648136	2.672451	L
2.672451	2.745000	IY
2.745000	2.910203	S
2.910203	2.910203	sp
2.910203	2.991254	W
2.991254	3.115984	AH
3.115984	3.197936	Z
3.197936	3.197936	sp
3.197936	3.297449	W
3.297449	3.505000	AY
3.505000	3.600000	T
3.600000	3.600000	sp
3.600000	3.717116	EH
3.717116	3.767548	Z
3.767548	3.767548	sp
3.767548	3.883722	S
3.883722	3.951716	N
3.951716	4.490000	OW
4.490000	4.535000	sp
4.535000	4.805000	sil
