0.000000	0.285000	sil
0.285000	0.472191	B
0.472191	0.825038	AA
0.825038	0.936599	M
0.936599	0.936599	sp
0.936599	1.042972	B
1.042972	1.428697	AA
1.428697	1.509974	M
1.509974	1.509974	sp
1.509974	1.607284	B
1.607284	1.734023	L
1.734023	1.944295	AE
1.944295	1.997583	K
1.997583	2.150247	SH
1.997583	1.997583	sp
2.150247	2.570791	IY
2.570791	2.631280	P
2.631280	2.730655	HH
2.632720	2.632720	sp
2.730655	2.935000	AE
2.935000	3.005000	V
3.005000	3.005000	sp
3.005000	3.066129	Y
3.066129	3.300981	UW
3.300981	3.300981	sp
3.300981	3.527096	EH
3.527096	3.577503	N
3.577503	3.771933	IY
3.771933	3.843944	W
3.771933	3.771933	sp
3.843944	4.114705	UH
4.114705	4.415000	L
4.415000	5.055168	sp
5.055168	5.196309	Y
5.196309	5.408022	EH
5.408022	5.622614	S
5.622614	5.720000	S
5.624054	5.624054	sp
5.720000	6.194381	ER
6.194381	6.303838	Y
6.195821	6.195821	sp
6.303838	6.457941	EH
6.457941	6.692697	S
6.692697	6.692697	sp
6.692697	6.858322	S
6.858322	7.202534	ER
7.202534	7.430089	TH
7.202534	7.202534	sp
7.430089	7.516502	R
7.516502	7.882317	IY
7.882317	7.925000	sp
7.925000	8.088269	B
8.088269	8.337427	AE
8.337427	8.395035	G
8.395035	8.517454	Z
8.517454	8.746449	sp
8.746449	8.900552	F
8.900552	9.292292	UH
9.292292	9.550091	L
9.550000	9.975000	sil
9.550091	9.550091	sp
