0.000000	0.109313	sil
0.109313	0.177375	W
0.177375	0.240000	IH
0.240000	0.390000	DH
0.390000	0.390000	sp
0.390000	0.509437	AH
0.509437	0.509437	sp
0.509437	0.669281	N
0.669281	0.820875	IH
0.820875	0.927094	K
0.927094	1.159125	sp
1.160000	1.273594	N
1.273594	1.440000	AE
1.440000	1.524188	K
1.524188	1.815000	sp
1.815000	1.885125	P
1.885125	2.084156	AE
2.084156	2.142937	D
2.142937	2.325000	IY
2.325000	2.325000	sp
2.325000	2.406938	W
2.406938	2.618344	AE
2.618344	2.718375	K
2.718375	3.019500	sp
3.019500	3.090000	G
3.090000	3.251531	IH
3.251531	3.341250	V
3.341250	3.570000	AH
3.341250	3.341250	sp
3.569156	3.569156	sp
3.570000	3.646500	D
3.646500	3.857906	AO
3.857906	3.940406	G
3.940406	4.120875	AH
3.941438	3.941438	sp
4.120875	4.211625	M
4.121906	4.121906	sp
4.212656	4.300313	B
4.300313	4.642688	OW
4.642688	4.778812	N
4.777781	4.930000	sp
4.930000	5.080000	sil
