0.000000	0.051428	sil
0.051428	0.136300	B
0.136300	0.182364	R
0.182364	0.608617	AH
0.608617	0.685000	DH
0.685000	1.181266	ER
1.181266	1.289801	JH
1.181266	1.181266	sp
1.289801	1.695230	AA
1.695230	1.900000	N
1.900000	2.345000	sp
2.345000	2.444707	B
2.444707	2.552371	R
2.552371	2.965000	AH
2.965000	3.050000	DH
3.050000	3.525984	ER
3.526912	3.526912	sp
3.526912	3.652211	JH
3.652211	4.054093	AA
4.054093	4.285000	N
4.285000	4.767829	sp
4.767829	4.841151	M
4.841151	4.990000	AO
4.990000	5.046269	R
5.046269	5.114023	N
5.114023	5.222615	IH
5.222615	5.374829	NG
5.373901	5.373901	sp
5.374829	5.424948	B
5.424948	5.570665	EH
5.570665	5.665000	L
5.665000	5.720095	Z
5.720095	5.720095	sp
5.720095	5.850000	AA
5.850000	5.992039	R
5.992039	6.101559	R
5.992967	5.992967	sp
6.101559	6.333592	IH
6.333592	6.615745	NG
6.615745	6.782810	IH
6.782810	6.915000	NG
6.915000	6.940000	sp
6.940000	7.095000	sil
