0.000000	0.379438	sil
0.379438	0.423619	HH
0.423619	0.857634	IY
0.857634	1.040000	P
0.857634	0.857634	sp
1.040000	1.155000	L
1.155000	1.430000	EY
1.430000	1.610000	D
1.610000	1.610000	sp
1.610000	1.715267	N
1.715267	1.890000	IH
1.890000	2.076513	K
2.076513	2.185000	sp
2.185000	2.289622	N
2.289622	2.503238	AE
2.505000	2.713241	K
2.713241	2.882169	sp
2.882169	3.183640	AA
3.185643	3.409744	N
3.409744	3.409744	sp
3.409744	3.485111	M
3.485111	3.851555	AY
3.851555	4.103647	TH
3.851555	3.851555	sp
4.103647	4.275174	AH
4.275174	4.415000	M
4.415000	4.415000	sp
4.415000	4.540000	sil
