0.000000	0.113065	sil
0.113065	0.155952	DH
0.155952	0.295000	IH
0.295000	0.571825	S
0.571825	0.653699	sp
0.653050	0.998744	OW
0.998744	1.060000	L
1.060000	1.139750	D
1.139750	1.139750	sp
1.139750	1.281407	M
1.281407	1.613455	AE
1.613455	1.790000	N
1.790000	2.318489	sp
2.318489	2.358776	HH
2.358776	2.745408	IY
2.744758	2.745408	sp
2.745408	2.929301	P
2.929301	2.997530	L
2.997530	3.310084	EY
3.310084	3.374415	D
3.374415	3.374415	sp
3.374415	3.553760	W
3.553760	3.818228	AH
3.818228	4.145000	N
4.145000	4.165000	sp
4.165000	4.375000	sil
