0.000000	0.357813	sil
0.357813	0.467414	DH
0.467414	0.635000	IH
0.635000	0.828451	S
0.828451	1.010581	sp
1.010581	1.355000	OW
1.355000	1.389347	L
1.389347	1.471548	D
1.471548	1.471548	sp
1.471548	1.606937	M
1.606937	1.934126	AE
1.934126	2.093692	N
2.093692	2.225000	K
2.095303	2.095303	sp
2.225000	2.605000	EY
2.605000	2.807707	M
2.806095	2.806095	sp
2.807707	2.926978	R
2.926978	3.366991	OW
3.366991	3.478204	L
3.478204	3.716746	IH
3.716746	3.940782	NG
3.940782	4.076171	HH
3.942394	3.942394	sp
4.076171	4.409808	OW
4.409808	4.615000	M
4.615000	4.630000	sp
4.630000	4.825000	sil
