0.000000	0.270000	sil
0.270000	0.380000	HH
0.380000	0.872021	IY
0.872021	0.959750	sp
0.959750	1.031687	P
1.031687	1.135000	L
1.135000	1.420000	EY
1.420000	1.512439	D
1.512439	1.512439	sp
1.512439	1.629995	N
1.629995	1.856335	IH
1.856335	1.982664	K
1.982664	2.131802	sp
2.131802	2.216022	N
2.216022	2.475000	AE
2.475000	2.587990	K
2.587990	2.789766	sp
2.789766	3.268763	AA
3.268763	3.395000	N
3.395000	3.395000	sp
3.395000	3.455000	M
3.455000	3.870000	AY
3.870000	3.945000	sp
3.945000	4.035000	D
4.035000	4.300000	AO
4.300000	4.484680	R
4.482926	4.482926	sp
4.484680	4.610000	W
4.610000	4.690000	IH
4.690000	4.860000	DH
4.860000	4.860000	sp
4.860000	4.998769	AH
4.997014	4.997014	sp
4.998769	5.147907	N
5.147907	5.315000	IH
5.315000	5.411093	K
5.411093	5.719897	sp
5.719897	5.805871	N
5.805871	6.026947	AE
6.026947	6.104148	K
6.104148	6.348033	sp
6.348033	6.423480	P
6.423480	6.640000	AE
6.640000	6.691929	D
6.691929	6.880000	IY
6.880000	6.880000	sp
6.880000	7.010000	W
7.010000	7.160000	AE
7.160000	7.253391	K
7.253391	7.395000	sp
7.395000	7.415000	sil
