0.000000	0.045470	sil
0.045163	0.108789	DH
0.108789	0.346764	EH
0.346764	0.622135	R
0.622135	0.622135	sp
0.622135	0.730074	W
0.730074	1.149930	AA
1.149930	1.274867	Z
1.274867	1.737219	AH
1.274867	1.274867	sp
1.737219	1.737219	sp
1.737219	1.897002	F
1.897002	2.261614	AA
2.261614	2.379752	R
2.379752	2.502989	M
2.502989	2.780000	ER
2.780000	2.780000	sp
2.780000	2.830000	HH
2.830000	3.056281	UW
3.056281	3.056281	sp
3.056281	3.156571	HH
3.156571	3.620623	AE
3.620623	3.763408	D
3.763408	4.298002	AH
3.763408	3.763408	sp
4.298002	4.298002	sp
4.298002	4.390642	D
4.390642	4.652415	AO
4.652415	4.795000	G
4.795000	5.052723	sp
5.052723	5.355000	AE
5.355000	5.460000	N
5.460000	5.530000	D
5.530000	5.555000	sp
5.555000	5.600000	sil
