0.000000	0.064782	sil
0.064782	0.135000	T
0.135000	0.224032	W
0.224032	0.396078	IH
0.396078	0.620000	NG
0.620000	0.701801	K
0.701801	0.799583	AH
0.799583	1.180000	L
1.180000	1.180000	sp
1.180000	1.320000	T
1.320000	1.375547	W
1.375547	1.503035	IH
1.503035	1.774514	NG
1.774514	1.862160	K
1.862160	2.086013	AH
2.086013	2.450488	L
2.450488	2.542373	L
2.450819	2.450819	sp
2.542163	3.072496	IH
3.072496	3.157488	T
3.157488	3.287038	AH
3.287038	3.470000	L
3.470000	3.470000	sp
3.470000	3.680000	S
3.680000	3.750000	T
3.750000	4.108716	AA
4.108716	4.425000	R
4.425000	4.869908	sp
4.869908	4.987243	HH
4.987243	5.634735	AW
5.634074	5.634074	sp
5.634735	6.215131	AY
6.215131	6.215131	sp
6.215131	6.332797	W
6.332797	6.517228	AH
6.517228	6.835000	N
6.835000	6.900000	D
6.900000	7.450000	ER
7.450000	7.495000	sp
7.495000	7.575000	W
7.575000	7.915996	AH
7.915996	8.003915	T
8.004576	8.105716	sp
8.105716	8.205474	Y
8.205474	8.670000	UW
8.670000	8.670000	sp
8.670000	9.120000	AA
9.120000	9.410000	R
9.410000	9.445000	sp
9.445000	9.665000	sil
