0.000000	0.172082	sil
0.172082	0.273767	B
0.273767	0.905000	IY
0.905000	1.290616	sp
1.290616	1.950000	AY
1.950000	2.359611	sp
2.359611	2.568195	EH
2.568195	2.845000	N
2.845000	2.845000	sp
2.845000	2.987971	JH
2.987971	3.389496	IY
3.389496	3.527683	sp
3.527683	4.015249	OW
4.015249	4.015249	sp
4.015249	4.365000	AE
4.365000	4.466313	N
4.466313	4.555000	D
4.555000	4.555000	sp
4.555000	4.745294	B
4.745294	4.995596	IH
4.992988	5.376262	NG
5.376262	5.454481	G
5.454481	5.935000	OW
5.935000	5.935000	sp
5.935000	6.020000	W
6.020000	6.542387	AA
6.542387	6.629148	Z
6.629148	6.629148	sp
6.629148	6.684634	HH
6.684634	6.994351	IH
6.994351	7.110000	Z
7.110000	7.110000	sp
7.110000	7.267749	N
7.267749	7.800000	EY
7.800000	7.937625	M
7.937625	8.499554	sp
8.499554	9.210000	OW
9.210000	9.235000	sp
9.235000	9.815000	sil
