0.000000	0.141524	sil
0.141524	0.194596	G
0.194596	0.356604	IH
0.356604	0.444126	V
0.444126	0.698311	AH
0.444126	0.444126	sp
0.698311	0.698311	sp
0.698311	0.753245	D
0.753245	0.945979	AO
0.945979	1.031638	G
1.030707	1.030707	sp
1.031638	1.204819	AH
1.203888	1.324929	sp
1.323998	1.363103	B
1.363103	1.713825	OW
1.713825	1.826613	N
1.826613	2.447771	sp
2.447771	2.541302	DH
2.541302	2.745000	IH
2.745000	2.955041	S
2.955041	3.093137	sp
3.093137	3.505000	OW
3.505000	3.550000	L
3.550000	3.608110	D
3.608110	3.655976	sp
3.655976	3.724199	M
3.724199	4.022399	AE
4.022399	4.207261	N
4.207261	4.327201	K
4.207261	4.207261	sp
4.327201	4.699676	EY
4.699676	4.865281	M
4.865281	4.865281	sp
4.865281	4.998976	R
4.998976	5.416566	OW
5.416566	5.541458	L
5.541458	5.763733	IH
5.763733	6.005000	NG
6.005000	6.005000	sp
6.005000	6.146661	HH
6.146661	6.520000	OW
6.520000	6.670437	M
6.670437	6.760000	sp
6.760000	6.960000	sil
