0.000000	0.154364	sil
0.154364	0.185000	W
0.185000	0.234806	AH
0.234806	0.295000	T
0.295000	0.295000	sp
0.295000	0.408524	SH
0.408524	0.488701	AE
0.488701	0.540000	L
0.540000	0.540000	sp
0.540000	0.594241	W
0.594241	0.686145	IY
0.686145	0.686145	sp
0.686145	0.736324	D
0.736324	1.012582	UW
1.012582	1.052126	W
1.012855	1.012855	sp
1.052126	1.096851	IH
1.096851	1.155000	TH
1.155000	1.155000	sp
1.155000	1.186573	DH
1.186573	1.245752	AH
1.245752	1.245752	sp
1.245752	1.386199	D
1.386199	1.423015	R
1.423015	1.495284	AH
1.495284	1.600000	NG
1.600000	1.665000	K
1.665000	1.810000	AH
1.810000	1.885000	N
1.885000	1.885000	sp
1.885000	1.994076	S
1.994076	2.253971	EY
2.253971	2.315000	L
2.315000	2.605770	ER
2.605770	2.880000	ER
2.605770	2.605770	sp
2.880000	2.944752	L
2.944752	3.194830	AY
3.194830	3.195103	sp
3.195103	3.395000	IH
3.395000	3.495000	N
3.495000	3.495000	sp
3.495000	3.545000	DH
3.545000	3.676168	AH
3.676168	3.830796	M
3.676168	3.676168	sp
3.830796	4.141961	AO
4.141961	4.299044	R
4.299044	4.445218	N
4.445218	4.580000	IH
4.580000	4.700000	NG
4.700000	4.700000	sp
4.700000	4.810000	sil
