0.000000	0.160000	sil
0.160000	0.265961	DH
0.265961	0.426154	IH
0.426154	0.618180	S
0.617153	0.805071	sp
0.805071	1.230000	OW
1.230000	1.280000	L
1.280000	1.341101	D
1.341101	1.341101	sp
1.341101	1.488971	M
1.488971	1.796008	AE
1.796008	1.970577	N
1.970577	2.078399	K
1.970577	1.970577	sp
2.078399	2.440886	EY
2.440886	2.635993	M
2.635993	2.635993	sp
2.635993	2.760245	R
2.760245	3.210000	OW
3.210000	3.299355	L
3.299355	3.525000	IH
3.525000	3.770000	NG
3.770000	3.770000	sp
3.770000	3.894944	HH
3.894944	4.190000	OW
4.190000	4.495000	M
4.495000	4.495000	sp
4.495000	4.650000	sil
