0.000000	0.115000	sil
0.115000	0.187002	N
0.187002	0.334757	EH
0.334757	0.438647	K
0.438647	0.567933	S
0.567933	0.630267	sp
0.630267	0.670669	T
0.670669	1.053908	AY
1.053908	1.170496	M
1.170496	1.170496	sp
1.170496	1.270923	W
1.270923	1.489092	AO
1.489092	1.561816	N
1.561816	1.687638	T
1.686484	1.687638	sp
1.687638	1.863097	Y
1.863097	2.211706	UW
2.211706	2.425000	S
2.212854	2.212861	sp
2.425000	2.650354	IH
2.650354	2.813115	NG
2.813115	2.813115	sp
2.813115	3.070532	W
3.070532	3.320000	IH
3.320000	3.495000	TH
3.495000	3.495000	sp
3.495000	3.692718	M
3.692718	4.500000	IY
4.500000	4.595000	sp
4.595000	4.660000	sil
