0.000000	0.172549	sil
0.172549	0.237018	W
0.237018	0.304332	AH
0.304332	0.371645	T
0.371645	0.371645	sp
0.371645	0.487310	SH
0.487310	0.539454	AE
0.539454	0.575000	L
0.575000	0.575000	sp
0.575000	0.620000	W
0.620000	0.710000	IY
0.710000	0.710000	sp
0.710000	0.805000	D
0.805000	1.050000	UW
1.050000	1.050000	sp
1.050000	1.110000	W
1.110000	1.145000	IH
1.145000	1.175000	TH
1.175000	1.175000	sp
1.175000	1.235000	DH
1.235000	1.335000	AH
1.335000	1.335000	sp
1.335000	1.429695	D
1.429695	1.510000	R
1.510000	1.545000	AH
1.545000	1.685000	NG
1.685000	1.750000	K
1.750000	1.824094	AH
1.824094	1.929330	N
1.929330	1.929330	sp
1.929330	2.049736	S
2.049736	2.295287	EY
2.295287	2.369236	L
2.369236	2.634697	ER
2.634697	2.634697	sp
2.634697	2.720972	W
2.720972	2.773116	AH
2.773116	2.833793	T
2.833793	2.833793	sp
2.834741	2.994017	SH
2.994017	3.095520	AE
3.095520	3.115163	L
3.115163	3.115163	sp
3.115163	3.143872	W
3.143872	3.222947	IY
3.222947	3.302023	D
3.223451	3.223451	sp
3.302023	3.613791	UW
3.613287	3.613287	sp
3.613791	3.644514	W
3.644514	3.684304	IH
3.684304	3.738700	TH
3.738196	3.771941	DH
3.739203	3.739203	sp
3.771941	3.829359	AH
3.829359	3.885769	sp
3.885769	3.946209	D
3.946209	3.979955	R
3.979955	4.040000	AH
4.040000	4.205000	NG
4.205000	4.260000	K
4.260000	4.368280	AH
4.368280	4.480000	N
4.480000	4.480000	sp
4.480000	4.580826	S
4.580826	4.850000	EY
4.850000	4.909215	L
4.909215	4.985000	ER
4.985000	4.985000	sp
4.985000	5.125000	sil
