0.000000	0.022745	sil
0.022745	0.162804	B
0.162804	0.580587	AA
0.580587	0.699098	B
0.580587	0.580587	sp
0.699098	1.142020	AA
1.142020	1.142020	sp
1.142020	1.284473	B
1.284473	1.365875	L
1.365875	1.552621	AE
1.552621	1.611278	K
1.611278	1.815980	SH
1.611278	1.611278	sp
1.815980	1.991951	IY
1.991951	2.095000	P
2.095000	2.342698	sp
2.342698	2.421705	HH
2.421705	2.583312	AE
2.583312	2.665000	V
2.665000	2.665000	sp
2.665000	2.720524	Y
2.720524	2.977153	UW
2.975956	2.975956	sp
2.975956	3.180000	EH
3.180000	3.256074	N
3.256074	3.475141	IY
3.475141	3.628368	W
3.475141	3.475141	sp
3.628368	3.885742	UH
3.885742	4.165000	L
4.165000	4.180000	sp
4.180000	4.465000	sil
