0.000000	0.125975	sil
0.125975	0.500000	EY
0.500000	0.716004	CH
0.716004	0.716004	sp
0.716004	1.237201	AY
1.237201	1.337983	JH
1.237201	1.237201	sp
1.338004	1.755000	EY
1.755000	1.794196	sp
1.794143	1.892042	K
1.892271	2.350000	EY
2.350000	2.350000	sp
2.350000	2.553969	EH
2.553969	2.723907	L
2.723907	2.723907	sp
2.723907	2.837537	EH
2.837186	3.016045	M
3.016045	3.016045	sp
3.016045	3.105474	EH
3.105123	3.285735	N
3.285735	3.285735	sp
3.286086	3.485000	OW
3.485000	3.485000	sp
3.485000	3.670106	P
3.669755	4.245000	IY
4.244100	4.276894	sp
4.279627	4.790668	sil
