0.000000	0.215000	sil
0.215000	0.285320	M
0.285320	0.642344	EH
0.642344	0.768381	R
0.768381	0.902287	IY
0.901937	0.901937	sp
0.902287	0.969491	HH
0.969491	1.200000	AE
1.200000	1.240000	D
1.240000	1.240000	sp
1.240000	1.508720	AH
1.508720	1.508720	sp
1.508720	1.594952	L
1.594952	1.693804	IH
1.693804	1.859259	T
1.859259	1.970730	AH
1.970730	2.102533	L
2.103234	2.165630	L
2.103234	2.103234	sp
2.165630	2.378056	AE
2.378056	2.450267	M
2.450267	2.709666	sp
2.709666	2.781877	L
2.781877	2.875120	IH
2.875120	3.041276	T
3.041276	3.090000	AH
3.090000	3.278240	L
3.278240	3.355000	L
3.278240	3.278240	sp
3.355000	3.550000	AE
3.550000	3.625975	M
3.625975	3.862939	sp
3.862939	3.968802	L
3.968802	4.117430	IH
4.117430	4.267461	T
4.267461	4.310000	AH
4.310000	4.483393	L
4.483393	4.567522	L
4.483393	4.483393	sp
4.567522	4.825000	AE
4.825000	4.915958	M
4.915958	5.050000	sp
5.050000	5.095000	sil
