0.000000	0.114525	sil
0.114525	0.250358	B
0.250358	1.073342	IY
1.073342	1.278423	sp
1.278423	2.005000	AY
2.005000	2.474280	sp
2.474280	2.737955	EH
2.737955	2.950000	N
2.950000	2.950000	sp
2.950000	3.095000	JH
3.095000	3.552950	IY
3.552950	3.659485	sp
3.659485	4.320000	OW
4.320000	4.765000	sp
4.765000	4.876650	B
4.876650	5.590000	IY
5.590000	5.989943	sp
5.989943	6.635000	AY
6.635000	7.084592	sp
7.084592	7.361584	EH
7.361584	7.565000	N
7.565000	7.565000	sp
7.565000	7.755000	JH
7.755000	8.120647	IY
8.120647	8.256479	sp
8.256479	8.910000	OW
8.910000	8.910000	sp
8.910000	9.245000	sil
