0.000000	0.130620	sil
0.130620	0.796361	UW
0.796361	0.889059	R
0.889059	1.265000	EY
1.265000	1.265000	sp
1.265000	1.315071	AE
1.315071	1.359562	N
1.359562	1.376327	D
1.376327	1.410179	AH
1.376327	1.376327	sp
1.410179	1.472080	P
1.472080	1.516894	sp
1.516894	1.683252	SH
1.683252	1.926020	IY
1.926020	2.004041	R
1.926020	1.926020	sp
2.004041	2.202317	AY
2.202317	2.316769	Z
2.316769	2.490543	IH
2.490543	2.571465	Z
2.571143	2.571143	sp
2.571465	2.875000	ER
2.875000	2.972701	L
2.972701	3.257264	AY
3.141490	3.141490	sp
3.257264	3.409290	IH
3.409290	3.550000	N
3.550000	3.550000	sp
3.550000	3.600000	DH
3.600000	3.680209	AH
3.680209	3.933586	sp
3.933586	3.994787	M
3.994787	4.370175	AO
4.370175	4.458662	R
4.458662	4.560403	N
4.560403	4.791951	IH
4.791951	5.129917	NG
5.129917	5.195000	sp
5.195000	5.495000	sil
