0.000000	0.156691	sil
0.156691	0.465000	EH
0.465000	0.545461	V
0.545461	0.595720	R
0.595720	0.722846	IY
0.722846	0.810000	W
0.810000	0.930535	EH
0.930535	1.021446	R
1.021446	1.021446	sp
1.021446	1.080000	DH
1.080000	1.205000	AE
1.205000	1.246873	T
1.246873	1.379173	M
1.247612	1.247612	sp
1.379173	1.504082	EH
1.504082	1.692555	R
1.692555	1.864027	IY
1.864027	1.994849	W
1.864027	1.864027	sp
1.994849	2.092411	EH
2.092411	2.137497	N
2.137497	2.228407	T
2.228407	2.228407	sp
2.228407	2.315000	DH
2.315000	2.413923	AH
2.413923	2.607569	L
2.413923	2.413923	sp
2.607569	2.794563	AE
2.794563	2.906168	M
2.906168	2.945000	W
2.906907	2.906907	sp
2.945000	3.025164	AH
3.025164	3.056207	Z
3.056207	3.245418	SH
3.056207	3.056207	sp
3.245418	3.360719	UH
3.360719	3.463454	R
3.462715	3.462715	sp
3.463454	3.574320	T
3.574320	3.861094	UW
3.861094	3.861094	sp
3.861094	3.953482	G
3.953482	4.805000	OW
4.805000	4.855000	sp
4.855000	4.975000	sil
